7.70417590351041E+017,realDonaldTrump,"Join me this Thursday in Wilmington, Ohio at noon! #ImWithYou
Tickets: https://t.co/66bfVtIwf1 https://t.co/fDAJl5wVGe",False,,2016-08-30T00:27:21,,,,False,en,5119,14366,,,96683cc9126741d1,United States,United States,country,US,United States,[],{},"BoundingBox(type='Polygon', coordinates=[[[-179.231086, 13.182335], [179.859685, 13.182335], [179.859685, 71.434357], [-179.231086, 71.434357]]], _api=<tweepy.api.API object at 0x7f013ae30588>)",http://twitter.com/download/iphone,False,"{'media': [{'display_url': 'pic.twitter.com/fDAJl5wVGe', 'expanded_url': 'https://twitter.com/realDonaldTrump/status/770417590351040513/photo/1', 'sizes': {'large': {'h': 270, 'resize': 'fit', 'w': 844}, 'medium': {'h': 270, 'resize': 'fit', 'w': 844}, 'thumb': {'h': 150, 'resize': 'crop', 'w': 150}, 'small': {'h': 218, 'resize': 'fit', 'w': 680}}, 'id_str': '770417459396575233', 'indices': [95, 118], 'id': 770417459396575233, 'url': 'https://t.co/fDAJl5wVGe', 'media_url_https': 'https://pbs.twimg.com/media/CrESmPQXgAENPv7.jpg', 'type': 'photo', 'media_url': 'http://pbs.twimg.com/media/CrESmPQXgAENPv7.jpg'}], 'user_mentions': [], 'symbols': [], 'urls': [{'display_url': 'donaldjtrump.com/schedule/regis…', 'expanded_url': 'https://www.donaldjtrump.com/schedule/register/wilmington-oh/', 'indices': [71, 94], 'url': 'https://t.co/66bfVtIwf1'}], 'hashtags': [{'text': 'ImWithYou', 'indices': [51, 61]}]}","{'media': [{'display_url': 'pic.twitter.com/fDAJl5wVGe', 'expanded_url': 'https://twitter.com/realDonaldTrump/status/770417590351040513/photo/1', 'sizes': {'large': {'h': 270, 'resize': 'fit', 'w': 844}, 'medium': {'h': 270, 'resize': 'fit', 'w': 844}, 'thumb': {'h': 150, 'resize': 'crop', 'w': 150}, 'small': {'h': 218, 'resize': 'fit', 'w': 680}}, 'id_str': '770417459396575233', 'indices': [95, 118], 'id': 770417459396575233, 'url': 'https://t.co/fDAJl5wVGe', 'media_url_https': 'https://pbs.twimg.com/media/CrESmPQXgAENPv7.jpg', 'type': 'photo', 'media_url': 'http://pbs.twimg.com/media/CrESmPQXgAENPv7.jpg'}]}",
7.7041469386965E+017,realDonaldTrump,"Join me this Wednesday in Phoenix, Arizona at 6pm! #ImWithYou
Tickets: https://t.co/1jATILh2k7 https://t.co/VwKnxo1TNQ",False,,2016-08-30T00:15:51,,,,False,en,4746,12933,,,,,,,,,,,,http://twitter.com/download/iphone,False,"{'media': [{'display_url': 'pic.twitter.com/VwKnxo1TNQ', 'expanded_url': 'https://twitter.com/realDonaldTrump/status/770414693869649921/photo/1', 'sizes': {'thumb': {'h': 150, 'resize': 'crop', 'w': 150}, 'small': {'h': 453, 'resize': 'fit', 'w': 680}, 'large': {'h': 700, 'resize': 'fit', 'w': 1050}, 'medium': {'h': 700, 'resize': 'fit', 'w': 1050}}, 'id_str': '770414584549244928', 'indices': [95, 118], 'id': 770414584549244928, 'url': 'https://t.co/VwKnxo1TNQ', 'media_url_https': 'https://pbs.twimg.com/media/CrEP-5nWgAAdvly.jpg', 'type': 'photo', 'media_url': 'http://pbs.twimg.com/media/CrEP-5nWgAAdvly.jpg'}], 'user_mentions': [], 'symbols': [], 'urls': [{'display_url': 'donaldjtrump.com/schedule/regis…', 'expanded_url': 'https://www.donaldjtrump.com/schedule/register/phoenix-az2/', 'indices': [71, 94], 'url': 'https://t.co/1jATILh2k7'}], 'hashtags': [{'text': 'ImWithYou', 'indices': [51, 61]}]}","{'media': [{'display_url': 'pic.twitter.com/VwKnxo1TNQ', 'expanded_url': 'https://twitter.com/realDonaldTrump/status/770414693869649921/photo/1', 'sizes': {'thumb': {'h': 150, 'resize': 'crop', 'w': 150}, 'small': {'h': 453, 'resize': 'fit', 'w': 680}, 'large': {'h': 700, 'resize': 'fit', 'w': 1050}, 'medium': {'h': 700, 'resize': 'fit', 'w': 1050}}, 'id_str': '770414584549244928', 'indices': [95, 118], 'id': 770414584549244928, 'url': 'https://t.co/VwKnxo1TNQ', 'media_url_https': 'https://pbs.twimg.com/media/CrEP-5nWgAAdvly.jpg', 'type': 'photo', 'media_url': 'http://pbs.twimg.com/media/CrEP-5nWgAAdvly.jpg'}]}",
7.70410663994876E+017,HillaryClinton,Hillary Clinton proposes plan to address mental health treatment https://t.co/C7BLynIroF https://t.co/CWhvxE6Cxm,True,YahooNews,2016-08-29T23:59:50,,,,False,en,812,2100,,,,,,,,,,,,http://twitter.com,False,"{'media': [{'display_url': 'pic.twitter.com/CWhvxE6Cxm', 'sizes': {'large': {'h': 1365, 'resize': 'fit', 'w': 2048}, 'small': {'h': 453, 'resize': 'fit', 'w': 680}, 'medium': {'h': 800, 'resize': 'fit', 'w': 1200}, 'thumb': {'h': 150, 'resize': 'crop', 'w': 150}}, 'expanded_url': 'https://twitter.com/YahooNews/status/770400646910603265/photo/1', 'indices': [104, 127], 'id': 770400644054315009, 'url': 'https://t.co/CWhvxE6Cxm', 'source_status_id_str': '770400646910603265', 'source_user_id_str': '7309052', 'source_status_id': 770400646910603265, 'id_str': '770400644054315009', 'source_user_id': 7309052, 'media_url_https': 'https://pbs.twimg.com/media/CrEDTdOW8AEp7AL.jpg', 'type': 'photo', 'media_url': 'http://pbs.twimg.com/media/CrEDTdOW8AEp7AL.jpg'}], 'user_mentions': [{'id_str': '7309052', 'name': 'Yahoo News', 'id': 7309052, 'screen_name': 'YahooNews', 'indices': [3, 13]}], 'symbols': [], 'urls': [{'display_url': 'yhoo.it/2c3JtXx', 'expanded_url': 'http://yhoo.it/2c3JtXx', 'indices': [80, 103], 'url': 'https://t.co/C7BLynIroF'}], 'hashtags': []}","{'media': [{'display_url': 'pic.twitter.com/CWhvxE6Cxm', 'sizes': {'large': {'h': 1365, 'resize': 'fit', 'w': 2048}, 'small': {'h': 453, 'resize': 'fit', 'w': 680}, 'medium': {'h': 800, 'resize': 'fit', 'w': 1200}, 'thumb': {'h': 150, 'resize': 'crop', 'w': 150}}, 'expanded_url': 'https://twitter.com/YahooNews/status/770400646910603265/photo/1', 'indices': [104, 127], 'id': 770400644054315009, 'url': 'https://t.co/CWhvxE6Cxm', 'source_status_id_str': '770400646910603265', 'source_user_id_str': '7309052', 'source_status_id': 770400646910603265, 'id_str': '770400644054315009', 'source_user_id': 7309052, 'media_url_https': 'https://pbs.twimg.com/media/CrEDTdOW8AEp7AL.jpg', 'type': 'photo', 'media_url': 'http://pbs.twimg.com/media/CrEDTdOW8AEp7AL.jpg'}]}",
7.70401822121005E+017,realDonaldTrump,#MakeAmericaGreatAgain #ImWithYou https://t.co/IoYMdjvWHf,False,,2016-08-29T23:24:42,,,,False,und,7882,20807,,,,,,,,,,,,http://twitter.com/download/iphone,False,"{'media': [{'display_url': 'pic.twitter.com/IoYMdjvWHf', 'expanded_url': 'https://twitter.com/realDonaldTrump/status/770401822121005056/photo/1', 'sizes': {'thumb': {'h': 150, 'resize': 'crop', 'w': 150}, 'small': {'h': 680, 'resize': 'fit', 'w': 680}, 'large': {'h': 1936, 'resize': 'fit', 'w': 1936}, 'medium': {'h': 1200, 'resize': 'fit', 'w': 1200}}, 'id_str': '770401506394857476', 'indices': [34, 57], 'id': 770401506394857476, 'url': 'https://t.co/IoYMdjvWHf', 'media_url_https': 'https://pbs.twimg.com/media/CrEEFpsXYAQhBI7.jpg', 'type': 'photo', 'media_url': 'http://pbs.twimg.com/media/CrEEFpsXYAQhBI7.jpg'}], 'user_mentions': [], 'symbols': [], 'urls': [], 'hashtags': [{'text': 'MakeAmericaGreatAgain', 'indices': [0, 22]}, {'text': 'ImWithYou', 'indices': [23, 33]}]}","{'media': [{'display_url': 'pic.twitter.com/IoYMdjvWHf', 'expanded_url': 'https://twitter.com/realDonaldTrump/status/770401822121005056/photo/1', 'sizes': {'thumb': {'h': 150, 'resize': 'crop', 'w': 150}, 'small': {'h': 680, 'resize': 'fit', 'w': 680}, 'large': {'h': 1936, 'resize': 'fit', 'w': 1936}, 'medium': {'h': 1200, 'resize': 'fit', 'w': 1200}}, 'id_str': '770401506394857476', 'indices': [34, 57], 'id': 770401506394857476, 'url': 'https://t.co/IoYMdjvWHf', 'media_url_https': 'https://pbs.twimg.com/media/CrEEFpsXYAQhBI7.jpg', 'type': 'photo', 'media_url': 'http://pbs.twimg.com/media/CrEEFpsXYAQhBI7.jpg'}]}",
7.70381671996719E+017,HillaryClinton,"Donald Trump: Make ________
Bangladesh
China
India
Indonesia
Vietnam
Mexico
Slovenia
Great Again? https://t.co/5MZTsOgYR9",False,,2016-08-29T22:04:38,,,,False,en,4479,8804,,,,,,,,,,,,https://about.twitter.com/products/tweetdeck,False,"{'user_mentions': [], 'symbols': [], 'urls': [{'display_url': 'amp.twimg.com/v/3f56deed-f9b…', 'expanded_url': 'https://amp.twimg.com/v/3f56deed-f9bd-4ce6-a5ce-4cace2f66deb', 'indices': [98, 121], 'url': 'https://t.co/5MZTsOgYR9'}], 'hashtags': []}",,
7.70381482229658E+017,realDonaldTrump,We will repeal and replace the horrible disaster known as #Obamacare! https://t.co/YzRTPrqrNC,False,,2016-08-29T22:03:53,,,,False,en,10661,25394,,,,,,,,,,,,http://twitter.com/#!/download/ipad,False,"{'media': [{'display_url': 'pic.twitter.com/YzRTPrqrNC', 'expanded_url': 'https://twitter.com/realDonaldTrump/status/770381482229657602/photo/1', 'sizes': {'medium': {'h': 615, 'resize': 'fit', 'w': 1200}, 'small': {'h': 349, 'resize': 'fit', 'w': 680}, 'large': {'h': 656, 'resize': 'fit', 'w': 1280}, 'thumb': {'h': 150, 'resize': 'crop', 'w': 150}}, 'id_str': '770381383181139969', 'indices': [70, 93], 'id': 770381383181139969, 'url': 'https://t.co/YzRTPrqrNC', 'media_url_https': 'https://pbs.twimg.com/media/CrDxyU4WAAE4RGu.jpg', 'type': 'photo', 'media_url': 'http://pbs.twimg.com/media/CrDxyU4WAAE4RGu.jpg'}], 'user_mentions': [], 'symbols': [], 'urls': [], 'hashtags': [{'text': 'Obamacare', 'indices': [58, 68]}]}","{'media': [{'display_url': 'pic.twitter.com/YzRTPrqrNC', 'expanded_url': 'https://twitter.com/realDonaldTrump/status/770381482229657602/photo/1', 'sizes': {'medium': {'h': 615, 'resize': 'fit', 'w': 1200}, 'small': {'h': 349, 'resize': 'fit', 'w': 680}, 'large': {'h': 656, 'resize': 'fit', 'w': 1280}, 'thumb': {'h': 150, 'resize': 'crop', 'w': 150}}, 'id_str': '770381383181139969', 'indices': [70, 93], 'id': 770381383181139969, 'url': 'https://t.co/YzRTPrqrNC', 'media_url_https': 'https://pbs.twimg.com/media/CrDxyU4WAAE4RGu.jpg', 'type': 'photo', 'media_url': 'http://pbs.twimg.com/media/CrDxyU4WAAE4RGu.jpg'}]}",
7.70368382227116E+017,HillaryClinton,Qumber's parents came to this country for the American Dream. Trump is a threat to all they've achieved: https://t.co/YYXwtX2b4b,False,,2016-08-29T21:11:49,,,,False,en,1262,3198,,,,,,,,,,,,https://about.twitter.com/products/tweetdeck,False,"{'user_mentions': [], 'symbols': [], 'urls': [{'display_url': 'hrc.io/2c3zpgT', 'expanded_url': 'http://hrc.io/2c3zpgT', 'indices': [105, 128], 'url': 'https://t.co/YYXwtX2b4b'}], 'hashtags': []}",,
7.70352719060238E+017,HillaryClinton,Too many Americans living with mental illness have been left to face it on their own. https://t.co/KyCFVylvB8 https://t.co/rayf9ADJKl,False,,2016-08-29T20:09:35,,,,False,en,2028,4448,,,,,,,,,,,,https://about.twitter.com/products/tweetdeck,False,"{'media': [{'display_url': 'pic.twitter.com/rayf9ADJKl', 'expanded_url': 'https://twitter.com/HillaryClinton/status/770352719060238336/photo/1', 'sizes': {'medium': {'h': 512, 'resize': 'fit', 'w': 1024}, 'thumb': {'h': 150, 'resize': 'crop', 'w': 150}, 'large': {'h': 512, 'resize': 'fit', 'w': 1024}, 'small': {'h': 340, 'resize': 'fit', 'w': 680}}, 'id_str': '770352356600975360', 'indices': [110, 133], 'id': 770352356600975360, 'url': 'https://t.co/rayf9ADJKl', 'media_url_https': 'https://pbs.twimg.com/media/CrDXYwcWEAA12jh.jpg', 'type': 'photo', 'media_url': 'http://pbs.twimg.com/media/CrDXYwcWEAA12jh.jpg'}], 'user_mentions': [], 'symbols': [], 'urls': [{'display_url': 'hrc.io/2c3qo7v', 'expanded_url': 'http://hrc.io/2c3qo7v', 'indices': [86, 109], 'url': 'https://t.co/KyCFVylvB8'}], 'hashtags': []}","{'media': [{'display_url': 'pic.twitter.com/rayf9ADJKl', 'expanded_url': 'https://twitter.com/HillaryClinton/status/770352719060238336/photo/1', 'sizes': {'medium': {'h': 512, 'resize': 'fit', 'w': 1024}, 'thumb': {'h': 150, 'resize': 'crop', 'w': 150}, 'large': {'h': 512, 'resize': 'fit', 'w': 1024}, 'small': {'h': 340, 'resize': 'fit', 'w': 680}}, 'id_str': '770352356600975360', 'indices': [110, 133], 'id': 770352356600975360, 'url': 'https://t.co/rayf9ADJKl', 'media_url_https': 'https://pbs.twimg.com/media/CrDXYwcWEAA12jh.jpg', 'type': 'photo', 'media_url': 'http://pbs.twimg.com/media/CrDXYwcWEAA12jh.jpg'}]}",
7.70348483664568E+017,HillaryClinton,Joe and Hillary went home to Scranton. Take a behind-the-scenes look at their visit: https://t.co/xdiqa0dbdP,True,JoeBiden,2016-08-29T19:52:45,,,,False,en,1726,4803,,,,,,,,,,,,http://twitter.com,False,"{'media': [{'display_url': 'pic.twitter.com/xdiqa0dbdP', 'sizes': {'thumb': {'h': 150, 'resize': 'crop', 'w': 150}, 'medium': {'h': 338, 'resize': 'fit', 'w': 600}, 'large': {'h': 576, 'resize': 'fit', 'w': 1024}, 'small': {'h': 191, 'resize': 'fit', 'w': 340}}, 'expanded_url': 'https://twitter.com/JoeBiden/status/770327134686605313/video/1', 'indices': [99, 122], 'id': 770323406155837440, 'url': 'https://t.co/xdiqa0dbdP', 'source_status_id_str': '770327134686605313', 'source_user_id_str': '939091', 'source_status_id': 770327134686605313, 'id_str': '770323406155837440', 'source_user_id': 939091, 'media_url_https': 'https://pbs.twimg.com/ext_tw_video_thumb/770323406155837440/pu/img/uONyehT1FcUK0V7b.jpg', 'type': 'photo', 'media_url': 'http://pbs.twimg.com/ext_tw_video_thumb/770323406155837440/pu/img/uONyehT1FcUK0V7b.jpg'}], 'user_mentions': [{'id_str': '939091', 'name': 'Joe Biden', 'id': 939091, 'screen_name': 'JoeBiden', 'indices': [3, 12]}], 'symbols': [], 'urls': [], 'hashtags': []}","{'media': [{'display_url': 'pic.twitter.com/xdiqa0dbdP', 'sizes': {'thumb': {'h': 150, 'resize': 'crop', 'w': 150}, 'medium': {'h': 338, 'resize': 'fit', 'w': 600}, 'large': {'h': 576, 'resize': 'fit', 'w': 1024}, 'small': {'h': 191, 'resize': 'fit', 'w': 340}}, 'expanded_url': 'https://twitter.com/JoeBiden/status/770327134686605313/video/1', 'indices': [99, 122], 'id': 770323406155837440, 'url': 'https://t.co/xdiqa0dbdP', 'video_info': {'variants': [{'content_type': 'application/x-mpegURL', 'url': 'https://video.twimg.com/ext_tw_video/770323406155837440/pu/pl/WV4YrdCASnkXu_Df.m3u8'}, {'bitrate': 320000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/770323406155837440/pu/vid/320x180/xlOiFCSpE617KK4W.mp4'}, {'bitrate': 832000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/770323406155837440/pu/vid/640x360/0stP0HHndnCxvHSs.mp4'}, {'content_type': 'application/dash+xml', 'url': 'https://video.twimg.com/ext_tw_video/770323406155837440/pu/pl/WV4YrdCASnkXu_Df.mpd'}, {'bitrate': 2176000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/770323406155837440/pu/vid/1280x720/wolI5NC-Kbtq3Gg0.mp4'}], 'aspect_ratio': [16, 9], 'duration_millis': 88630}, 'source_status_id_str': '770327134686605313', 'source_user_id_str': '939091', 'source_status_id': 770327134686605313, 'id_str': '770323406155837440', 'source_user_id': 939091, 'additional_media_info': {'embeddable': True, 'title': '', 'source_user': {'profile_text_color': '323232', 'is_translator': False, 'listed_count': 8197, 'contributors_enabled': False, 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/453175685083697152/ZVQ6Memr.png', 'screen_name': 'JoeBiden', 'profile_image_url': 'http://pbs.twimg.com/profile_images/453173279637766144/-zpwMHaG_normal.jpeg', 'followers_count': 1228282, 'notifications': False, 'lang': 'en', 'entities': {'description': {'urls': []}, 'url': {'urls': [{'display_url': 'democrats.org', 'expanded_url': 'http://www.democrats.org', 'indices': [0, 22], 'url': 'http://t.co/c61i3jHLah'}]}}, 'is_translation_enabled': False, 'default_profile': False, 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/453175685083697152/ZVQ6Memr.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/939091/1469654092', 'protected': False, 'verified': True, 'location': 'Washington, D.C.', 'profile_use_background_image': True, 'friends_count': 9, 'time_zone': 'Eastern Time (US & Canada)', 'profile_background_color': '565959', 'id': 939091, 'url': 'http://t.co/c61i3jHLah', 'following': False, 'default_profile_image': False, 'profile_background_tile': True, 'utc_offset': -14400, 'statuses_count': 1136, 'follow_request_sent': False, 'description': 'This account is run by @TheDemocrats staff. Tweets from the Vice President are signed -Joe.', 'created_at': 'Sun Mar 11 17:51:24 +0000 2007', 'name': 'Joe Biden', 'profile_sidebar_border_color': 'FFFFFF', 'profile_link_color': '787980', 'favourites_count': 0, 'id_str': '939091', 'geo_enabled': False, 'profile_sidebar_fill_color': 'EBEBFF', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/453173279637766144/-zpwMHaG_normal.jpeg', 'has_extended_profile': False}, 'description': '', 'monetizable': False}, 'media_url_https': 'https://pbs.twimg.com/ext_tw_video_thumb/770323406155837440/pu/img/uONyehT1FcUK0V7b.jpg', 'type': 'video', 'media_url': 'http://pbs.twimg.com/ext_tw_video_thumb/770323406155837440/pu/img/uONyehT1FcUK0V7b.jpg'}]}",
7.70344452560941E+017,HillaryClinton,&gt,&gt, Trump Keeps Lying About Crime In America. This Is The Truth.  https://t.co/SwsAZqsFZY,True,ZerlinaMaxwell,2016-08-29T19:36:44,,,,False,en,816,1391,,,,,,,,,,,,http://twitter.com,False,"{'user_mentions': [{'id_str': '21879831', 'name': 'Zerlina Maxwell', 'id': 21879831, 'screen_name': 'ZerlinaMaxwell', 'indices': [3, 18]}], 'symbols': [], 'urls': [{'display_url': 'thinkprogress.org/donald-trump-k…', 'expanded_url': 'https://thinkprogress.org/donald-trump-keeps-lying-about-crime-in-america-89e06c1d14c7#.k70ykmuis', 'indices': [91, 114], 'url': 'https://t.co/SwsAZqsFZY'}], 'hashtags': []}"
